stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
461,,Xhamia,,41.3670738037676,19.8537574251954,,,0,,,0,,
462,,Xhamia,,41.3673593390883,19.8540715140481,,,0,,,0,,
463,,Mapo,"Në Rrugën e ?Konferenca e Pezës?, tek hyrja e lagjes ?Kombinat?.",41.3157624106692,19.7717499578258,,,0,,,0,,
464,,Kombinat,Tek pallatet në dalje të Kombinatit,41.3142556200859,19.767024079352,,,0,,,0,,
465,,Haxhi Dushku,"""Rruga E Elbasanit"" Drejtimi Per Qender",41.2937950980188,19.8528374654468,,,0,,,0,,
466,,Sabri Koci,"në rrugën ""Ali Demi"", para kryqëzimit me rrugën ""Dali Ndreu""",41.3314041188607,19.8445626724023,,,0,,,0,,
467,,Brryli,"Blv. ?Zhan Dark?, në afërsi të kryqëzimit me Rrugën ?Arkitekt Kasemi?",41.3304899376903,19.8337686831639,,,0,,,0,,
469,,Leopold Bertold,"Blv. ?Zhan Dark?, në afërsi të kryqëzimit me Rrugën ?Arkitekt Kasemi?",41.3299724110299,19.8340088387776,,,0,,,0,,
470,,Terminal C,Rruga Kastriotët,41.3443212643324,19.7759627419358,,,0,,,0,,
586,,Kombinat,Njesia Administrative Tirane,41.3142064081988,19.7676101311495,,,0,,,0,,
898,,Kryqzimi Policia Bashkiake,Rruga Ramazan Lici,41.3493971825134,19.8593593693651,,,0,,,0,,
899,,Kabina Elektrike,Rruga Muhamed Deliu,41.348504114205,19.8620928137985,,,0,,,0,,
900,,Stacioni i Shkollës së Re,Rruga Muhamed Deliu,41.3494769754437,19.8653860617729,,,0,,,0,,
901,,Terminali Lindor i Autobuseve,,41.2833750901499,19.855554102949,,,0,,,0,,
902,,Rruga Demokracia,Rruga Demokracia,41.3495178235518,19.7477921044679,,,0,,,0,,
903,,Rruga Demokracia,Rruga Demokracia,41.3492162815455,19.7481696968101,,,0,,,0,,
905,,Spitali Ushtarak,"Në Rrugën ""Lord Bajron"", përballë Spitalit Ushtarak",41.3416834015133,19.7950369130275,,,0,,,0,,
